Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Ruhi Chaturvedi,ruhiiiiiiiiii,8.64,654400,22100.0,140100.0,3.4,Mumbai,Arts and Entertainment,Mega
Rati Pandey,ratipandey,8.42,654200,11300.0,25600.0,1.74,Assam,Arts and Entertainment,Mega
Bhavna Balakrishnan,bhavnabalakrishnan,7.91,653100,4500.0,25400.0,0.69,Chennai,Arts and Entertainment,Mega
Gabriella Demetriades,gabriellademetriades,8.19,651100,7600.0,16500.0,1.17,Mumbai,Arts and Entertainment,Mega
Nakul,actornakkhul,8.91,650700,35800.0,142800.0,5.51,India,Arts and Entertainment,Mega
Shekhar Ravjiani,shekharravjiani,7.71,650600,2200.0,13900.0,0.35,Mumbai,Arts and Entertainment,Mega
Meenakshi Dixit,meenakshidixit,7.95,649300,5000.0,6900.0,0.77,Mumbai,Arts and Entertainment,Mega
Saiyami Kher,saiyami,8.06,647300,6200.0,24400.0,0.96,Nashik,Arts and Entertainment,Mega
Vidya Malavade,vidyamalavade,7.78,645000,3000.0,5100.0,0.48,Mumbai,Arts and Entertainment,Mega
Apoorvarao,_apoorvarao_,9.03,644600,41600.0,684500.0,6.47,Mangalore,Arts and Entertainment,Mega
Gautam Rode,rodegautam,8.04,643200,5900.0,12100.0,0.93,Delhi,Arts and Entertainment,Mega
Irfan Khan,irrfan,2.0,642600,102100.0,268200.0,15.96,Jaipur,Arts and Entertainment,Mega
Sapna Pabbi,sapnapabbi_sappers,8.6,641700,20300.0,48900.0,3.17,Mumbai,Arts and Entertainment,Mega
Ronit Roy,ronitboseroy,8.06,640600,6100.0,17700.0,0.97,Nagpur,Arts and Entertainment,Mega
SHUbhAm ThAKuR,iam_shubhamthakur,8.47,639700,13700.0,49900.0,2.16,Delhi,Arts and Entertainment,Mega
Tollywood Online,tollyonline,7.62,637600,1300.0,11300.0,0.2,Kolkata,Arts and Entertainment,Mega
Music,Music,7.67,634700,1900.0,16000.0,0.29,India,Arts and Entertainment,Mega
Navdeep,pnavdeep,8.46,631500,13000.0,74600.0,2.07,Visakhapatnam,Arts and Entertainment,Mega
Siddharth Kannan,sid_kannan,8.05,629700,6100.0,30700.0,0.97,Mumbai,Arts and Entertainment,Mega
Hitentejwani,hitentejwani,7.63,629500,1300.0,16700.0,0.22,Mumbai,Arts and Entertainment,Mega
Akshata Sonawane,akshatasonawane,8.41,627000,10600.0,44800.0,1.7,Mumbai,Arts and Entertainment,Mega
BharatiyaDigitalPrty,bhadipa,7.92,626800,4600.0,22800.0,0.75,India,Arts and Entertainment,Mega
Santhanam,santa_santhanam,9.03,626600,41600.0,276100.0,6.67,Chennai,Arts and Entertainment,Mega
Parthiv Gohil,parthivgohil9,7.84,621600,3800.0,9000.0,0.61,Mumbai,Arts and Entertainment,Mega
Kiara Nautiyal,kiara_minime,9.2,616600,57600.0,209000.0,9.39,Delhi,Arts and Entertainment,Mega
Kaushal Manda,kaushalmanda,7.94,615200,4800.0,31200.0,0.79,Visakhapatnam,Arts and Entertainment,Mega
Filmy Focus,filmyfocus,8.13,614700,7000.0,16800.0,1.13,Hyderabad,Arts and Entertainment,Mega
Muskanballu.official,muskanballu.official,8.57,613900,18700.0,106300.0,3.09,Sangrur,Arts and Entertainment,Mega
Pooja Chopra,poojachopraofficial,8.45,611700,12600.0,43200.0,2.07,Mumbai,Arts and Entertainment,Mega
Oshin Brar,oshinbrarr,8.13,610100,6800.0,20100.0,1.14,Chandigarh,Arts and Entertainment,Mega
Pragya Nagra,pragyanagra,9.2,609800,57300.0,73900.0,9.44,Chennai,Arts and Entertainment,Mega
Kishen,kishenbilagali,8.77,608800,28900.0,222200.0,4.76,India,Arts and Entertainment,Mega
Vishnu Unnikrishnan,vishnu_unnikrishnan,8.58,608000,18900.0,32100.0,3.15,Kochi,Arts and Entertainment,Mega
Simba Nagpal,simbanagpal,9.21,607800,90600.0,280100.0,15.3,Delhi,Arts and Entertainment,Mega
Payal Routray,paayaliah,7.75,606600,2500.0,72300.0,0.45,Hyderabad,Arts and Entertainment,Mega
Jissa Paul,jissapaull,8.9,602100,35000.0,457600.0,5.83,India,Arts and Entertainment,Mega
Tusshar,tusshark89,7.72,597900,2300.0,16400.0,0.4,Mumbai,Arts and Entertainment,Mega
Arti Venkatesh,artxo23,8.13,597400,7000.0,27200.0,1.18,Chennai,Arts and Entertainment,Mega
Mukesh Chhabra,castingchhabra,7.83,596300,3600.0,43300.0,0.62,Mumbai,Arts and Entertainment,Mega
ANGAD BEDI,angadbedi,7.68,595000,1900.0,55100.0,0.33,Delhi,Arts and Entertainment,Mega
Kriti Verma,kritivermaofficial,7.97,594900,5100.0,3300.0,0.87,Mumbai,Arts and Entertainment,Mega
Amreen Malhotra,princessamreenmalhotra,7.72,593000,2400.0,114400.0,0.41,Delhi,Arts and Entertainment,Mega
Sanchita,isanchitaa,8.09,589100,6500.0,28800.0,1.12,Bengaluru,Arts and Entertainment,Mega
Aaditi S Pohankar,aaditipohankar,8.42,587900,11200.0,88200.0,1.92,Mumbai,Arts and Entertainment,Mega
Chandan Kumar,chandan_kumar_official,8.55,587700,17800.0,241500.0,3.05,Mysore,Arts and Entertainment,Mega
Taimur ?,kareenafc,7.63,586600,1400.0,17400.0,0.23,India,Arts and Entertainment,Mega
???????? ??????????,thebakwastalks,8.03,586100,5700.0,47500.0,1.01,Lucknow,Arts and Entertainment,Mega
Sur,surofficial,8.63,586000,21400.0,22900.0,3.69,India,Arts and Entertainment,Mega
Rohit Roy,rohitboseroy,6.76,585900,472.0,12900.0,0.08,Nagpur,Arts and Entertainment,Mega
Vasuki Vaibhav,vasuki_vaibhav_,8.47,584700,13700.0,58100.0,2.36,Bengaluru,Arts and Entertainment,Mega
Eijaz Khan,eijazkhan,7.85,582300,3700.0,63500.0,0.67,Telangana,Arts and Entertainment,Mega
Gaurav Gera,gauravgera,7.82,581900,3500.0,46800.0,0.61,Gurgaon,Arts and Entertainment,Mega
Miya,meet_miya,8.95,580200,37600.0,65300.0,6.51,Kerala,Arts and Entertainment,Mega
Disney India,disneyindia,7.88,579400,4200.0,27100.0,0.73,India,Arts and Entertainment,Mega
Tanveer,tanveer_zayn,8.16,578600,7300.0,28400.0,1.27,Mumbai,Arts and Entertainment,Mega
Mohit Raina,merainna,8.87,578100,33300.0,138000.0,5.81,Mumbai,Arts and Entertainment,Mega
Minissha Lamba,minissha_lamba,7.76,575900,2800.0,26300.0,0.5,Delhi,Arts and Entertainment,Mega
Shweta Mohan,_shwetamohan_,8.49,575000,14600.0,45500.0,2.56,Chennai,Arts and Entertainment,Mega
Simran Dhanwani,simran_dhanwani,9.2,574800,68300.0,287000.0,11.93,India,Arts and Entertainment,Mega
Anupam Roy,aroyfloyd,7.98,574300,5300.0,15600.0,0.93,Kolkata,Arts and Entertainment,Mega
Abir Chatterjee,itsmeabirchatterjee,8.42,574000,11000.0,14600.0,1.93,Kolkata,Arts and Entertainment,Mega
Varun.aradya,varun._.aradya,9.15,568200,47400.0,675200.0,8.36,Karnataka,Arts and Entertainment,Mega
MissAnand,mymissanand,8.31,568200,8900.0,54100.0,1.6,India,Lifestyle and Fashion,Mega
JAY CHOUDHARY,itz_jay_86,8.79,567500,29500.0,92100.0,5.23,Delhi,Arts and Entertainment,Mega
Kris Gethin,krisgethin,7.69,567200,2000.0,15100.0,0.37,India,Arts and Entertainment,Mega
Avantika Hundal,avantikahundaal,7.94,565300,4800.0,10800.0,0.86,Mumbai,Arts and Entertainment,Mega
AKRITI KAKAR,akritikakar,8.0,564800,5500.0,9700.0,0.99,Delhi,Arts and Entertainment,Mega
Auditya Venkatesh,Photography,8.78,563200,29000.0,110700.0,5.19,Bengaluru,Arts and Entertainment,Mega
Aadhi's,aadhiofficial,9.15,562800,47500.0,63500.0,8.47,India,Arts and Entertainment,Mega
Karan V Grover,karanvgrover,8.58,562600,18900.0,110300.0,3.38,Mumbai,Arts and Entertainment,Mega
KS Harisankar,harisankar_ks,8.52,562100,16400.0,40800.0,2.93,Alappuzha,Arts and Entertainment,Mega
MENSXP,mensxpofficial,7.89,561900,4200.0,20100.0,0.76,India,Arts and Entertainment,Mega
Jimmy Sheirgill,jimmysheirgill,8.55,560900,17200.0,47900.0,3.13,Gorakhpur,Arts and Entertainment,Mega
Ragini Chandran,iamraginiprajwal,8.86,560600,33400.0,35700.0,5.96,Bengaluru,Arts and Entertainment,Mega
RJ Sukriti,hisukriti,8.63,558200,21700.0,189100.0,3.9,Delhi,Arts and Entertainment,Mega
Nandu,that_actor_nandu,8.04,555300,6000.0,70200.0,1.08,Hyderabad,Arts and Entertainment,Mega
I.malayali,i.malayali,7.91,555200,4500.0,111000.0,0.81,Kerala,Arts and Entertainment,Mega
Ganesh Vanare | INDIA,haram_khor_,8.45,554600,12900.0,34500.0,2.34,Mumbai,Arts and Entertainment,Mega
Nikon Asia,nikonasia,7.63,552300,1400.0,5000.0,0.25,India,Arts and Entertainment,Mega
Sreeramachandra,sreeramachandra5,8.73,551700,26500.0,96200.0,4.84,Addanki,Arts and Entertainment,Mega
Akash Thosar - ???? ????,akashthosar,8.85,549400,32700.0,78200.0,5.97,Aurangabad,Arts and Entertainment,Mega
Sunburn Festival,sunburnfestival,7.87,547200,4100.0,13900.0,0.75,India,Arts and Entertainment,Mega
Manish Nagar | Influencer,manii_nagar,8.45,546100,12700.0,11900.0,2.36,New Delhi,Arts and Entertainment,Mega
Paras Arora,iamparasarora,8.28,545900,8500.0,20000.0,1.59,Mumbai,Arts and Entertainment,Mega
Anupria Goenka,goenkaanupriya,8.29,545200,8800.0,20700.0,1.62,Mumbai,Arts and Entertainment,Mega
Jaideep Ahlawat,jaideepahlawat,7.88,543900,4200.0,44000.0,0.77,Mumbai,Arts and Entertainment,Mega
Ansh Kukreja,anshkukreja_01,8.49,542900,14200.0,74900.0,2.69,Hisar,Arts and Entertainment,Mega
Pragathi Guruprasad,pragathiguru,8.33,541400,9200.0,30300.0,1.71,Chennai,Arts and Entertainment,Mega
Sunitha,upadrastasunitha,8.81,538800,30600.0,116000.0,5.72,India,Arts and Entertainment,Mega
CHICKU?,dushantsingh_,8.73,535500,26600.0,74500.0,5.01,Delhi,Arts and Entertainment,Mega
Mini Mathur,minimathur,7.75,534800,2700.0,35200.0,0.52,Delhi,Arts and Entertainment,Mega
Movified Bollywood,movifiedbollywood,7.61,533900,1100.0,18700.0,0.21,Mumbai,Arts and Entertainment,Mega
???????? ???? ?????,sidhantsarfare,9.2,531100,79600.0,403400.0,15.02,Bhandup,Arts and Entertainment,Mega
Prateik Babbar,_prat,8.26,529900,8500.0,31800.0,1.61,Mumbai,Arts and Entertainment,Mega
J A Y    D U D H A N E,jaydudhaneofficial,8.65,528700,22500.0,179000.0,4.29,Mumbai,Arts and Entertainment,Mega
Ridheema,ridtiwari,7.69,527900,1900.0,11200.0,0.38,Mumbai,Arts and Entertainment,Mega
Sumeet Vyas,sumeetvyas,7.81,527800,3400.0,34100.0,0.65,Mumbai,Arts and Entertainment,Mega
Nikki,nikitabhamidipati,9.2,527500,56500.0,149200.0,10.76,Mumbai,Arts and Entertainment,Mega
Amit Mishra,amitprakashmishra,8.42,527200,11100.0,12700.0,2.12,Delhi,Arts and Entertainment,Mega
Hema Malini,dreamgirlhemamalini,7.85,526900,3900.0,35200.0,0.74,Mumbai,Arts and Entertainment,Mega
Sanam Johar,sanamjohar,8.46,525600,13000.0,94800.0,2.49,Mumbai,Arts and Entertainment,Mega
Nishashekhawat,nishashekhawat_,7.99,520500,5200.0,28300.0,1.04,Jaipur,Arts and Entertainment,Mega
Rajni Khaitan | TheClicChic,theclicchic,8.48,520500,14500.0,244400.0,2.78,Kolkata,Arts and Entertainment,Mega
Neha,nehamarda,7.89,518100,4300.0,45700.0,0.84,Kolkata,Arts and Entertainment,Mega
Om Baraiya,ombaraiya_6939,8.2,515500,7700.0,31200.0,1.52,India,Arts and Entertainment,Mega
Prasanna,prasanna_actor,8.49,514600,14700.0,94800.0,2.86,Chennai,Arts and Entertainment,Mega
Kanchi Kaul,kanchikaul,7.77,514600,2900.0,52500.0,0.57,Mumbai,Arts and Entertainment,Mega
Aishwarya Arjun,aishwaryaarjun,9.2,514200,77700.0,491600.0,15.14,Chennai,Arts and Entertainment,Mega
Jaswir Kaur,jaswirkaur,7.96,513799,5000.0,16100.0,0.99,Mumbai,Arts and Entertainment,Mega
Roop Durgapal,roop_durgapal,8.31,513700,9000.0,5900.0,1.76,Mumbai,Arts and Entertainment,Mega
Romil Chaudhary,romilchaudhary02,8.39,513500,9900.0,76100.0,1.94,Karnal,Arts and Entertainment,Mega
Gul Panag,gulpanag,7.81,513500,3300.0,15500.0,0.66,Chandigarh,Arts and Entertainment,Mega
Nisha Ganesh,prettysunshine28,7.81,512600,3400.0,136700.0,0.67,Chennai,Arts and Entertainment,Mega
Rohan Joshi,mojorojo,8.47,512400,13500.0,22400.0,2.66,Mumbai,Arts and Entertainment,Mega
Sumit Sethi,sumitsethiofficial,6.34,511500,316.0,3500.0,0.06,New Delhi,Arts and Entertainment,Mega
Daniel Weber,dirrty99,7.66,511400,1700.0,32299.0,0.34,Mumbai,Arts and Entertainment,Mega
Maanvi Gagroo,maanvigagroo,7.7,511300,2200.0,11700.0,0.43,Delhi,Arts and Entertainment,Mega
Gaurav,gaurav.__.sharma,8.5,510100,15100.0,71800.0,2.98,Mumbai,Arts and Entertainment,Mega
Bobby Joshi,bobbyjoshii,8.04,508300,5900.0,15100.0,1.18,Bengaluru,Arts and Entertainment,Mega
Abhishek Kumar,aebyborntoshine,9.06,506500,42900.0,72700.0,8.54,Mumbai,Arts and Entertainment,Mega
Vidya Pradeep,vidya.pradeep01,8.44,503900,11800.0,22900.0,2.38,Alappuzha,Arts and Entertainment,Mega
Piyush,piyushsahdev,8.1,501900,6500.0,13600.0,1.32,Mumbai,Arts and Entertainment,Mega
Vivek Agnihotri,vivekagnihotri,7.96,501500,5100.0,28400.0,1.02,Mumbai,Arts and Entertainment,Mega
Aksh Baghla,akshbaghla,8.95,500200,37400.0,77600.0,7.56,India,Arts and Entertainment,Mega
Rashmi Agdekar,rashmiagdekar_,9.2,498600,76100.0,75700.0,15.32,Mumbai,Arts and Entertainment,Mid Tier
Vaibbhav Tatwawdi,vaibhav.tatwawaadi,8.32,498300,9200.0,23100.0,1.85,Nagpur,Arts and Entertainment,Mid Tier
Swati,queen_swati,7.71,497900,2200.0,36400.0,0.46,Mumbai,Arts and Entertainment,Mid Tier
Papon,Music,8.64,496600,22400.0,31200.0,4.53,Guwahati,Arts and Entertainment,Mid Tier
Bruna Abdullah,brunaabdullah,8.29,495500,8800.0,13700.0,1.78,Mumbai,Arts and Entertainment,Mid Tier
Nisha Pandey,nishapandey08,7.61,494500,1100.0,6100.0,0.23,Mumbai,Arts and Entertainment,Mid Tier
Sheethalclarin,sheethalclarin_official,8.89,490600,34600.0,106900.0,7.06,Bengaluru,Arts and Entertainment,Mid Tier
Siddhi Mahajankatti,siddhi_mahajankatti,8.53,490400,16800.0,51400.0,3.44,Bengaluru,Arts and Entertainment,Mid Tier
Somya,somyaseth,8.04,490400,6000.0,21100.0,1.23,Varanasi,Arts and Entertainment,Mid Tier
Sruthi Hariharan,sruthi_hariharan22,8.07,490300,6400.0,49800.0,1.3,Bengaluru,Arts and Entertainment,Mid Tier
Niharika Jain,_niharikajain,8.37,486400,9600.0,46100.0,2.0,India,Arts and Entertainment,Mid Tier
Vivian Dsena,viviandsena,9.13,485600,44800.0,181600.0,9.6,Ujjain,Arts and Entertainment,Mid Tier
Soumya D Saha,soumyadsaha,8.41,485000,10500.0,170100.0,2.18,Karnataka,Arts and Entertainment,Mid Tier
Testbook.com,testbookdotcom,6.98,480800,614.0,4500.0,0.13,India,Arts and Entertainment,Mid Tier
SonaliKulkarni,sonalikul,7.64,480700,1500.0,14600.0,0.32,Pune,Arts and Entertainment,Mid Tier
Pritam,ipritamofficial,8.41,480500,10600.0,38800.0,2.22,Kolkata,Arts and Entertainment,Mid Tier
Aishwarya Sakhuja,ash4sak,7.75,479900,2700.0,10500.0,0.56,Delhi,Arts and Entertainment,Mid Tier
Patralekhaa,patralekhaa,8.46,479800,13000.0,122500.0,2.73,Shillong,Arts and Entertainment,Mid Tier
Madhu Gowda,madhu_0006,8.66,478300,23300.0,220300.0,4.89,Bengaluru,Arts and Entertainment,Mid Tier
Ragini Dwivedi,rraginidwivedi,7.96,477500,5100.0,16700.0,1.07,Bengaluru,Arts and Entertainment,Mid Tier
Deanne Panday,deannepanday,6.25,477300,278.0,10900.0,0.06,Mumbai,Arts and Entertainment,Mid Tier
Thaman S,Music,8.64,475700,22000.0,56500.0,4.64,Andhra Pradesh,Arts and Entertainment,Mid Tier
Abigail Pande,abigail_pande,7.89,474800,4200.0,31900.0,0.9,Mumbai,Arts and Entertainment,Mid Tier
Martina Thariyan,martina_thariyan,8.49,472200,14600.0,80000.0,3.11,Pune,Arts and Entertainment,Mid Tier
Shruti Seth,shru2kill,7.55,471900,1000.0,6900.0,0.21,Mumbai,Arts and Entertainment,Mid Tier
Amit Trivedi,itsamittrivedi,8.06,471600,6200.0,20100.0,1.33,Mumbai,Arts and Entertainment,Mid Tier
Karanvir Sharma,karanvirsharma,8.6,471400,19500.0,42500.0,4.27,Mumbai,Arts and Entertainment,Mid Tier
Kunwar Amar,kunwar08,8.16,469500,7300.0,34300.0,1.58,Indore,Arts and Entertainment,Mid Tier
Punjabi Media,punjabimedia,6.95,467700,597.0,43600.0,0.13,Punjab,Arts and Entertainment,Mid Tier
Samayra Narula ??,samayranarula,8.04,467500,6000.0,124900.0,1.29,Punjab,Arts and Entertainment,Mid Tier
Bhavya Gowda??,bhavyagowda670,8.63,465200,21800.0,89800.0,4.73,Karnataka,Arts and Entertainment,Mid Tier
Sarah Jane Dias,sarahjanedias,8.22,464300,8000.0,7800.0,1.73,Mumbai,Arts and Entertainment,Mid Tier
Krishi Thapanda,krishithapanda,8.51,461100,15600.0,58600.0,3.4,Bengaluru,Arts and Entertainment,Mid Tier
Shwetha Srivatsav,shwethasrivatsav,7.95,457100,4900.0,50900.0,1.09,Bengaluru,Arts and Entertainment,Mid Tier
Sony Pictures India,sonypicturesin,7.64,455600,1500.0,3800.0,0.32,Culver City,Arts and Entertainment,Mid Tier
Tara Sharma Saluja,tarasharmasaluja,5.55,454500,136.0,1500.0,0.03,Mumbai,Arts and Entertainment,Mid Tier
NISHVIKA,nishvika_,8.91,451300,35800.0,55700.0,7.96,Bengaluru,Arts and Entertainment,Mid Tier
RealShit,realhit,8.51,451000,15700.0,51800.0,3.49,India,Arts and Entertainment,Mid Tier
Pawankaur,pawangurii,8.5,450700,14700.0,7000.0,3.33,Amritsar,Arts and Entertainment,Mid Tier
DHANUSHREE??,dhanushree7_,8.28,450200,8700.0,613300.0,1.94,Bengaluru,Arts and Entertainment,Mid Tier
Javed Ali,javedali4u,8.42,449900,10900.0,31400.0,2.45,Delhi,Arts and Entertainment,Mid Tier
Kubra Sait,kubbrasait,7.68,447600,1900.0,8300.0,0.43,Mumbai,Arts and Entertainment,Mid Tier
Saloni Chopra,redheadwayfarer,7.96,442700,5100.0,65300.0,1.17,Mumbai,Arts and Entertainment,Mid Tier
Saloni Chopra,redheadwayfarer,7.96,442700,5100.0,65300.0,1.17,Mumbai,Arts and Entertainment,Mid Tier
Warner Bros. India,warnerbrosindia,7.79,442400,3200.0,8500.0,0.73,Mumbai,Arts and Entertainment,Mid Tier
Shilpa Chauhan,shilpa5847,7.78,441400,3000.0,867.0,0.7,New Delhi,Arts and Entertainment,Mid Tier
Nidhi Subbaiah,nidhisubbaiah,7.97,441100,5200.0,136500.0,1.19,Bengaluru,Arts and Entertainment,Mid Tier
????? ?? ? ?????,karan_saroha,8.42,439100,11100.0,203300.0,2.58,Haryana,Arts and Entertainment,Mid Tier
Smita Bansal,bansalsmita_,8.13,435400,6900.0,62900.0,1.61,Mumbai,Arts and Entertainment,Mid Tier
Alok Babu . R,all_ok_official,8.39,432500,9900.0,28100.0,2.29,India,Arts and Entertainment,Mid Tier
Actor Mahendran,mahendranactorofficial,8.58,431800,19000.0,69400.0,4.4,India,Arts and Entertainment,Mid Tier
Devaki,rjdevaki,7.62,429700,1200.0,10100.0,0.29,Gujarat,Arts and Entertainment,Mid Tier
Matylda Says,matyldab8,8.28,427100,8600.0,21700.0,2.04,India,Arts and Entertainment,Mid Tier
Pooja Ramachandran,pooja_ramachandran,7.79,425900,3200.0,9800.0,0.76,Chennai,Lifestyle and Fashion,Mid Tier
Filmy Drama,filmydrama,5.5,425500,138.0,3500.0,0.03,Indore,Arts and Entertainment,Mid Tier
Wedzo,wedzo.in,7.79,424600,3200.0,75700.0,0.76,India,Arts and Entertainment,Mid Tier
�KODA India,skodaindia,7.63,424200,1400.0,9100.0,0.34,India,Arts and Entertainment,Mid Tier
Banita Sandhu,banitasandhu,8.51,421200,15800.0,28100.0,3.78,Mumbai,Arts and Entertainment,Mid Tier
Rekha Rana,rekha.rana,8.13,420600,7000.0,10700.0,1.67,Mumbai,Arts and Entertainment,Mid Tier
Hariharan,singerhariharana,7.92,420100,4600.0,31000.0,1.11,Chennai,Arts and Entertainment,Mid Tier
Tolly Planet Bangla,tollyplanetbangla,7.68,419300,1900.0,4300.0,0.46,Kolkata,Arts and Entertainment,Mid Tier
SA MY,i_am__samy,8.8,418900,29700.0,159300.0,7.2,Dehradun,Arts and Entertainment,Mid Tier
Jordindian,thejordindian,8.95,418800,37700.0,81900.0,9.02,Bengaluru,Arts and Entertainment,Mid Tier
Claudia Ciesla,claudiaciesla,7.31,417500,796.0,3200.0,0.2,Mumbai,Arts and Entertainment,Mid Tier
Gaelyn Mendonca,vjgaelyn,7.82,417400,3500.0,11200.0,0.85,Mumbai,Arts and Entertainment,Mid Tier
ANSH,iamanshhh,7.71,416400,2000.0,38800.0,0.54,Gorakhpur,Arts and Entertainment,Mid Tier
Music,tips,6.37,412100,331.0,4600.0,0.08,India,Arts and Entertainment,Mid Tier
Shine Shetty,shineshettyofficial,8.58,411100,19400.0,67400.0,4.73,Bengaluru,Arts and Entertainment,Mid Tier
Jose Covaco,hoezaay,8.06,410400,6100.0,59600.0,1.51,Mumbai,Arts and Entertainment,Mid Tier
RJ Rahul Makin,rahulmakin1,8.71,409600,25700.0,110600.0,6.29,Delhi,Arts and Entertainment,Mid Tier
Maxabout.com,maxabout.india,7.85,408200,3800.0,21200.0,0.94,India,Arts and Entertainment,Mid Tier
Lisa Mishra,Music,8.34,408000,9300.0,19700.0,2.3,India,Arts and Entertainment,Mid Tier
Dino Morea,thedinomorea,8.0,407700,5500.0,129900.0,1.36,Bengaluru,Arts and Entertainment,Mid Tier
Biswa Kalyan Rath,biswakalyanrath,8.44,407200,12200.0,36800.0,3.04,Odisha,Arts and Entertainment,Mid Tier
Asmita Sood,asmita_s,7.97,405500,5100.0,8200.0,1.28,Mumbai,Arts and Entertainment,Mid Tier
BOLLYWOOD 15M INDIAN  PAGE  ??,goodbollywood,7.0,405400,626.0,18200.0,0.15,India,Arts and Entertainment,Mid Tier
PALLAVI SHARDA,pallavisharda,7.66,402000,1700.0,6300.0,0.43,India,Arts and Entertainment,Mid Tier
TUSHARR KHANNA,itusharkhanna,8.2,401400,7700.0,15800.0,1.95,Mumbai,Arts and Entertainment,Mid Tier
Khushi Bhardwaj,khushibhardwaj_official,8.4,401100,10100.0,23800.0,2.61,Delhi,Arts and Entertainment,Mid Tier
Konkona Sensharma,konkona,8.47,397900,13600.0,17900.0,3.43,Kolkata,Arts and Entertainment,Mid Tier
NUCLEYA,nucleya,8.22,394800,8000.0,55700.0,2.03,India,Arts and Entertainment,Mid Tier
Avinash Mukherjee,avinashmukherjee_,8.53,393500,16400.0,79200.0,4.28,Mumbai,Arts and Entertainment,Mid Tier
Vindhya Tiwary,vindhyatiwary,7.84,392700,3700.0,20200.0,0.95,Varanasi,Arts and Entertainment,Mid Tier
Keerti Gaekwad Kelkar,keertikelkar,7.61,392000,1100.0,14800.0,0.3,Mumbai,Arts and Entertainment,Mid Tier
Aishwarya Devan,aishwaryadevan,7.65,391700,1600.0,10000.0,0.41,India,Arts and Entertainment,Mid Tier
Raj Tarun,rajtarunn,8.1,391400,6700.0,31600.0,1.71,Visakhapatnam,Arts and Entertainment,Mid Tier
Rajshri Marathi,rajshrimarathi,7.63,391400,1400.0,11700.0,0.37,India,Arts and Entertainment,Mid Tier
Zara Khan,zarakhan,8.4,390400,10300.0,25500.0,2.66,Mumbai,Arts and Entertainment,Mid Tier
Ankita Shrivastav,filmychokri,7.97,390100,5200.0,69200.0,1.34,India,Arts and Entertainment,Mid Tier
Rishabh Chawla,rishabhchawlaaa,9.05,389700,42200.0,236600.0,10.94,Delhi,Arts and Entertainment,Mid Tier
Vishal N. Jethwa,vishaljethwa06,8.17,389600,7400.0,25600.0,1.92,Mumbai,Arts and Entertainment,Mid Tier
Madhura Naik,madhura.naik,7.68,389300,1900.0,1900.0,0.49,Indore,Arts and Entertainment,Mid Tier
Samir Soni,samirsoni123,6.56,388800,402.0,3900.0,0.11,Mumbai,Arts and Entertainment,Mid Tier
Bhoomi Trivedi,bhoomitrivediofficial,7.72,387800,2400.0,6100.0,0.62,Vadodara,Arts and Entertainment,Mid Tier
Arjun,arjunsarjaa,9.18,386600,49000.0,106300.0,12.77,Chennai,Arts and Entertainment,Mid Tier
Priya  Malik,priyasometimes,8.06,384800,6200.0,47700.0,1.61,Dehradun,Arts and Entertainment,Mid Tier
NitishRajput,nitishrajpute,8.58,384700,18900.0,126600.0,4.94,India,Arts and Entertainment,Mid Tier
Sin�ad Harnett,sineadharnett,8.42,384100,11000.0,72000.0,2.92,Nadiad,Arts and Entertainment,Mid Tier
Poonam Kaur Lal,puunamkhaur,7.66,383500,1700.0,12000.0,0.44,Hyderabad,Arts and Entertainment,Mid Tier
Brand Factory,brandfactoryind,6.32,383300,320.0,21400.0,0.08,India,Arts and Entertainment,Mid Tier
KAMAL KHAN,thekamalkhan,8.05,382500,6100.0,26400.0,1.61,Patiala,Arts and Entertainment,Mid Tier
Srushti Dange,srushtidangeoffl,7.89,382100,4300.0,23600.0,1.13,Mumbai,Arts and Entertainment,Mid Tier
Shagun Pandey,i_shagunofficial,8.33,381900,9100.0,136500.0,2.43,India,Arts and Entertainment,Mid Tier
Mia Lakra,mialakraofficial,8.49,381600,14700.0,12500.0,3.86,Delhi,Arts and Entertainment,Mid Tier
Eskay Movies,eskaymovies,5.47,381300,132.0,1100.0,0.04,India,Arts and Entertainment,Mid Tier
Sanjana Singh,actresssanjana,8.4,381100,10200.0,11000.0,2.73,Mumbai,Arts and Entertainment,Mid Tier
Nidhi Singh,nidhisin,8.11,381000,6700.0,25400.0,1.77,Uttar Pradesh,Arts and Entertainment,Mid Tier
Vijay Prakash,vijayprakashvp,8.55,380500,17500.0,56500.0,4.6,Mysore,Arts and Entertainment,Mid Tier
Archana Kavi,archanakavi,8.01,380300,5600.0,21000.0,1.49,Delhi,Arts and Entertainment,Mid Tier
India Forums,indiaforums,7.74,379200,2500.0,7000.0,0.68,India,Arts and Entertainment,Mid Tier
Tarini Shah | Blogger,tarini_shah,9.2,378300,83400.0,429800.0,22.09,Mumbai,Arts and Entertainment,Mid Tier
Abish Mathew,abishmathew,7.97,378100,5200.0,18100.0,1.39,Delhi,Arts and Entertainment,Mid Tier
Amol Parashar,amolparashar,8.45,377200,12600.0,26300.0,3.35,Delhi,Arts and Entertainment,Mid Tier
A L E X??C A N N O N,alexcannon,8.04,374700,5900.0,34100.0,1.6,Nadiad,Arts and Entertainment,Mid Tier
